task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1113,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,13,,,on this lovely afternoon could you please put both the alphabet soup and the tomato sauce in the basket,on this lovely afternoon could you please put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_13_view_0_0_100_0_0_initstate_0
1114,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,14,,,place the alphabet soup and the tomato sauce inside the basket,place the alphabet soup and the tomato sauce inside the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_14_view_0_0_100_0_0_initstate_0
1115,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,15,,,place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container,place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_15_view_0_0_100_0_0_initstate_0
1116,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,18,,,hey there before you leave please put both the alphabet soup and the tomato sauce in the basket,hey there before you leave please put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_18_view_0_0_100_0_0_initstate_0
1117,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,19,,,after you finish with the vegetables please put both the alphabet soup and the tomato sauce in the basket,after you finish with the vegetables please put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_19_view_0_0_100_0_0_initstate_0
1118,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,20,,,make sure the basket contains the alphabet soup and the tomato sauce,make sure the basket contains the alphabet soup and the tomato sauce,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_20_view_0_0_100_0_0_initstate_0
1119,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,21,,,ensure that the basket contains both the alphabet soup and the tomato sauce,ensure that the basket contains both the alphabet soup and the tomato sauce,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_21_view_0_0_100_0_0_initstate_0
1120,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,22,,,place both the alphabet soup and the tomato sauce inside the basket,place both the alphabet soup and the tomato sauce inside the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_22_view_0_0_100_0_0_initstate_0
1121,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,23,,,place the letterthemed broth and the red condiment into the woven container,place the letterthemed broth and the red condiment into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_23_view_0_0_100_0_0_initstate_0
1122,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,24,,,place both the letter soup and the marinara sauce into the basket,place both the letter soup and the marinara sauce into the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_24_view_0_0_100_0_0_initstate_0
1123,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,25,,,insert the alphabet soup along with the tomato sauce into the basket,insert the alphabet soup along with the tomato sauce into the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_25_view_0_0_100_0_0_initstate_0
1124,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,26,,,insert both the letterthemed broth mixture and the red cooked condiment into the woven container,insert both the letterthemed broth mixture and the red cooked condiment into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_26_view_0_0_100_0_0_initstate_0
1125,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,27,,,place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container,place both the soup containing lettershaped pasta and the red vegetablebased condiment into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_27_view_0_0_100_0_0_initstate_0
1126,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,28,,,the basket is looking empty could you fill it with both the alphabet soup and the tomato sauce,the basket is looking empty could you fill it with both the alphabet soup and the tomato sauce,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_28_view_0_0_100_0_0_initstate_0
1127,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,30,,,place both the letter soup and the tomato condiment inside the basket,place both the letter soup and the tomato condiment inside the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_30_view_0_0_100_0_0_initstate_0
1128,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,31,,,place both the letterthemed broth and the red pasta topping in the woven container,place both the letterthemed broth and the red pasta topping in the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_31_view_0_0_100_0_0_initstate_0
1129,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,32,,,put both the alphabet soup and the tomato sauce in the basket but dont touch the pasta boxes nearby,put both the alphabet soup and the tomato sauce in the basket but dont touch the pasta boxes nearby,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_32_view_0_0_100_0_0_initstate_0
1130,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,33,,,put both the alphabet soup and the tomato sauce in the basket but leave space for the bread,put both the alphabet soup and the tomato sauce in the basket but leave space for the bread,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_33_view_0_0_100_0_0_initstate_0
1131,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,34,,,as part of our meal prep we need to put both the alphabet soup and the tomato sauce in the basket,as part of our meal prep we need to put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_34_view_0_0_100_0_0_initstate_0
1132,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,36,,,place both the alphabet soup and the tomato sauce into the basket,place both the alphabet soup and the tomato sauce into the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_36_view_0_0_100_0_0_initstate_0
1133,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,37,,,place both the liquid dish featuring letters and the red pasta topping into the woven storage container,place both the liquid dish featuring letters and the red pasta topping into the woven storage container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_37_view_0_0_100_0_0_initstate_0
1134,Language Instructions,4,1,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,39,,,could you do me a favor and put both the alphabet soup and the tomato sauce in the basket thanks,could you do me a favor and put both the alphabet soup and the tomato sauce in the basket thanks,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_39_view_0_0_100_0_0_initstate_0
1135,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,40,,,place both the alphabet soup and the tomato sauce into the hamper,place both the alphabet soup and the tomato sauce into the hamper,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_40_view_0_0_100_0_0_initstate_0
1136,Language Instructions,4,1,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,41,,,place both the canned soup labeled with letters and the red vegetablebased condiment in the woven container,place both the canned soup labeled with letters and the red vegetablebased condiment in the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_41_view_0_0_100_0_0_initstate_0
1137,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,42,,,as requested earlier i need you to put both the alphabet soup and the tomato sauce in the basket now,as requested earlier i need you to put both the alphabet soup and the tomato sauce in the basket now,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_42_view_0_0_100_0_0_initstate_0
1138,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,43,,,for proper organization we should put both the alphabet soup and the tomato sauce in the basket,for proper organization we should put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_43_view_0_0_100_0_0_initstate_0
1139,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,44,,,place both the letterthemed broth mixture and the red pasta topping in the woven container,place both the letterthemed broth mixture and the red pasta topping in the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_44_view_0_0_100_0_0_initstate_0
1140,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,45,,,place both the letterthemed broth and the red fruit condiment into the woven container,place both the letterthemed broth and the red fruit condiment into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_45_view_0_0_100_0_0_initstate_0
1141,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,46,,,when youre done with that task your next job is to put both the alphabet soup and the tomato sauce in the basket,when youre done with that task your next job is to put both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_46_view_0_0_100_0_0_initstate_0
1142,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,47,,,place both the noodlefilled dish featuring letters and the red condiment made principally of a garden vegetable into the woven container,place both the noodlefilled dish featuring letters and the red condiment made principally of a garden vegetable into the woven container,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_47_view_0_0_100_0_0_initstate_0
1143,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,48,,,would you mind putting both the alphabet soup and the tomato sauce in the basket when you get a chance,would you mind putting both the alphabet soup and the tomato sauce in the basket when you get a chance,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_48_view_0_0_100_0_0_initstate_0
1144,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,49,,,could you place both the alphabet soup and the tomato sauce in the basket,could you place both the alphabet soup and the tomato sauce in the basket,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_49_view_0_0_100_0_0_initstate_0
1145,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,100,0,0,0,,,,,50,,,place both the letter broth and the marinara in the hamper,place both the letter broth and the marinara in the hamper,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_language_50_view_0_0_100_0_0_initstate_0
1146,Language Instructions,4,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,2,,,make sure the cream cheese box and butter are in the basket,make sure the cream cheese box and butter are in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_2_view_0_0_100_0_0_initstate_0
1147,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,3,,,place both the rectangular container holding a dairy spread used for baking and a dairy product often used on toast into the woven container,place both the rectangular container holding a dairy spread used for baking and a dairy product often used on toast into the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_3_view_0_0_100_0_0_initstate_0
1148,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,5,,,remember our grocery system put both the cream cheese box and the butter in the basket as usual,remember our grocery system put both the cream cheese box and the butter in the basket as usual,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_5_view_0_0_100_0_0_initstate_0
1149,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,6,,,place both the spreadable dairy product container and the solid milk fat inside the woven container,place both the spreadable dairy product container and the solid milk fat inside the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_6_view_0_0_100_0_0_initstate_0
1150,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,8,,,after youre done with that put both the cream cheese box and the butter in the basket,after youre done with that put both the cream cheese box and the butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_8_view_0_0_100_0_0_initstate_0
1151,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,10,,,before we start cooking make sure to put both the cream cheese box and the butter in the basket,before we start cooking make sure to put both the cream cheese box and the butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_10_view_0_0_100_0_0_initstate_0
1152,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,14,,,the basket is almost ready just add the cream cheese box and the butter to complete it,the basket is almost ready just add the cream cheese box and the butter to complete it,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_14_view_0_0_100_0_0_initstate_0
1153,Language Instructions,4,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,16,,,for easy access later id like you to put the cream cheese box and the butter in the basket now,for easy access later id like you to put the cream cheese box and the butter in the basket now,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_16_view_0_0_100_0_0_initstate_0
1154,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,20,,,place both the cream cheese package and the butter into the basket,place both the cream cheese package and the butter into the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_20_view_0_0_100_0_0_initstate_0
1155,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,26,,,for the picnic preparation put both the cream cheese box and the butter in the basket,for the picnic preparation put both the cream cheese box and the butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_26_view_0_0_100_0_0_initstate_0
1156,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,27,,,place both the rectangular container holding a spreadable dairy product and the solidified dairy block into the woven container,place both the rectangular container holding a spreadable dairy product and the solidified dairy block into the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_27_view_0_0_100_0_0_initstate_0
1157,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,28,,,place the container with thick spreadable dairy product and the solid block of churned milk fat into the woven container,place the container with thick spreadable dairy product and the solid block of churned milk fat into the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_28_view_0_0_100_0_0_initstate_0
1158,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,30,,,were packing for the trip dont leave without putting the cream cheese box and butter in the basket,were packing for the trip dont leave without putting the cream cheese box and butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_30_view_0_0_100_0_0_initstate_0
1159,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,34,,,place both the cream cheese package and the butter in the basket,place both the cream cheese package and the butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_34_view_0_0_100_0_0_initstate_0
1160,Language Instructions,3,2,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,36,,,ensure the butter and the cream cheese box are in the basket,ensure the butter and the cream cheese box are in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_36_view_0_0_100_0_0_initstate_0
1161,Language Instructions,2,3,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,40,,,to keep everything together place both the cream cheese box and the butter in the basket,to keep everything together place both the cream cheese box and the butter in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_40_view_0_0_100_0_0_initstate_0
1162,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,41,,,place both the rectangular container of spreadable dairy product and the solid milkbased cooking essential into the woven container,place both the rectangular container of spreadable dairy product and the solid milkbased cooking essential into the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_41_view_0_0_100_0_0_initstate_0
1163,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,43,,,make sure the cream cheese box and the butter are in the basket,make sure the cream cheese box and the butter are in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_43_view_0_0_100_0_0_initstate_0
1164,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,46,,,ensure the basket includes both the cream cheese box and the butter,ensure the basket includes both the cream cheese box and the butter,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_46_view_0_0_100_0_0_initstate_0
1165,Language Instructions,5,0,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,47,,,place both the spreadable dairy product container and the solid yellow dairy product inside the woven container,place both the spreadable dairy product container and the solid yellow dairy product inside the woven container,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_47_view_0_0_100_0_0_initstate_0
1166,Language Instructions,1,4,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,0,0,100,0,0,0,,,,,49,,,ensure the cream cheese box and the butter are in the basket,ensure the cream cheese box and the butter are in the basket,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_49_view_0_0_100_0_0_initstate_0
1167,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,1,,,activate the cooking appliance and place the italian coffee maker on its surface,activate the cooking appliance and place the italian coffee maker on its surface,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_1_view_0_0_100_0_0_initstate_0
1168,Language Instructions,5,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,3,,,switch on the burner and place the espresso maker atop it,switch on the burner and place the espresso maker atop it,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_3_view_0_0_100_0_0_initstate_0
1169,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,4,,,ignite the stove and position the moka pot on top,ignite the stove and position the moka pot on top,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_4_view_0_0_100_0_0_initstate_0
1170,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,5,,,activate the cooking appliance and place the italian coffee maker on it,activate the cooking appliance and place the italian coffee maker on it,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_5_view_0_0_100_0_0_initstate_0
1171,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,6,,,activate the cooking appliance and place the coffee brewing device on top,activate the cooking appliance and place the coffee brewing device on top,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_6_view_0_0_100_0_0_initstate_0
1172,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,7,,,activate the cooking appliance and place the italian coffee maker atop it,activate the cooking appliance and place the italian coffee maker atop it,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_7_view_0_0_100_0_0_initstate_0
1173,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,8,,,activate the cooking appliance and place the espresso brewing device on top of it,activate the cooking appliance and place the espresso brewing device on top of it,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_8_view_0_0_100_0_0_initstate_0
1174,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,9,,,could you heat up the moka pot on the stove please,could you heat up the moka pot on the stove please,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_9_view_0_0_100_0_0_initstate_0
1175,Language Instructions,5,0,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,10,,,activate the burner and place the espresso maker on top,activate the burner and place the espresso maker on top,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_10_view_0_0_100_0_0_initstate_0
1176,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,11,,,could you start brewing some coffee using the moka pot on the stove please,could you start brewing some coffee using the moka pot on the stove please,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_11_view_0_0_100_0_0_initstate_0
1177,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,12,,,id like you to get the moka pot brewing on the stove,id like you to get the moka pot brewing on the stove,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_12_view_0_0_100_0_0_initstate_0
1178,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,13,,,activate the kitchen appliance used for cooking and place the italian coffee maker on its surface,activate the kitchen appliance used for cooking and place the italian coffee maker on its surface,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_13_view_0_0_100_0_0_initstate_0
1179,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,16,,,turn on the stove and set the moka pot on it but dont forget to add water first,turn on the stove and set the moka pot on it but dont forget to add water first,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_16_view_0_0_100_0_0_initstate_0
1180,Language Instructions,3,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,17,,,could you get the moka pot heating up on the stove please,could you get the moka pot heating up on the stove please,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_17_view_0_0_100_0_0_initstate_0
1181,Language Instructions,4,1,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,100,0,0,0,,,,,18,,,activate the cooking appliance and place the italian coffee maker on the heating area,activate the cooking appliance and place the italian coffee maker on the heating area,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_language_18_view_0_0_100_0_0_initstate_0
