task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1390,Language Instructions,5,0,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,44,,,lift the citrusbased breakfast beverage and put it in the woven container,lift the citrusbased breakfast beverage and put it in the woven container,pick_up_the_orange_juice_and_place_it_in_the_basket_language_44_view_0_0_100_0_0_initstate_0
1391,Language Instructions,5,0,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,45,,,can you ensure the orange juice ends up in the basket,can you ensure the orange juice ends up in the basket,pick_up_the_orange_juice_and_place_it_in_the_basket_language_45_view_0_0_100_0_0_initstate_0
1392,Language Instructions,3,2,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,46,,,as part of our shopping routine always pick up the orange juice and place it in the basket first,as part of our shopping routine always pick up the orange juice and place it in the basket first,pick_up_the_orange_juice_and_place_it_in_the_basket_language_46_view_0_0_100_0_0_initstate_0
1393,Language Instructions,4,1,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,48,,,gather the orange juice and set it in the basket,gather the orange juice and set it in the basket,pick_up_the_orange_juice_and_place_it_in_the_basket_language_48_view_0_0_100_0_0_initstate_0
1394,Language Instructions,5,0,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,49,,,grasp the orange juice and deposit it in the basket,grasp the orange juice and deposit it in the basket,pick_up_the_orange_juice_and_place_it_in_the_basket_language_49_view_0_0_100_0_0_initstate_0
1395,Language Instructions,5,0,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,100,0,0,0,,,,,50,,,the basket looks empty lets start by picking up the orange juice and placing it there,the basket looks empty lets start by picking up the orange juice and placing it there,pick_up_the_orange_juice_and_place_it_in_the_basket_language_50_view_0_0_100_0_0_initstate_0
1396,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,2,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 2,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_2
1397,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,3,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 3,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_3
1398,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,4,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 4,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_4
1399,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,5,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 5,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_5
1400,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,6,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 6,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_6
1401,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,7,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 7,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_7
1402,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,8,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 8,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_8
1403,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,9,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 9,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_9
1404,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,10,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 10,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_10
1405,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,2,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 12,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_12
1406,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,3,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 13,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_13
1407,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,4,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 14,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_14
1408,Sensor Noise,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,5,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 15,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_15
1409,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,6,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 16,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_16
1410,Sensor Noise,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,7,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 17,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_17
1411,Sensor Noise,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,8,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 18,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_18
1412,Sensor Noise,5,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,9,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 19,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_19
1413,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,10,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 20,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_20
1414,Sensor Noise,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,2,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 22,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_22
1415,Sensor Noise,1,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,4,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 24,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_24
1416,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,5,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 25,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_25
1417,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,6,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 26,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_26
1418,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,7,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 27,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_27
1419,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,8,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 28,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_28
1420,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,9,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 29,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_29
1421,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,10,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 30,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_30
1422,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,5,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 35,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_35
1423,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,6,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 36,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_36
1424,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,7,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 37,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_37
1425,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,8,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 38,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_38
1426,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,9,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 39,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_39
1427,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,fog,10,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 40,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_40
1428,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,1,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 41,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_41
1429,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,2,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 42,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_42
1430,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,3,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 43,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_43
1431,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,4,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 44,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_44
1432,Sensor Noise,3,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,5,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 45,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_45
1433,Sensor Noise,2,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,6,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 46,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_46
1434,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,7,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 47,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_47
1435,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,8,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 48,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_48
1436,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,9,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 49,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_49
1437,Sensor Noise,4,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,10,,,,,,pick up the alphabet soup and place it in the basket,pick up the alphabet soup and place it in the basket view 0 0 100 0 0 initstate 0 noise 50,pick_up_the_alphabet_soup_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_50
1438,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,1,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 1,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_1
1439,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,2,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 2,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_2
1440,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,3,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 3,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_3
1441,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,4,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 4,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_4
1442,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,5,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 5,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_5
1443,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,6,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 6,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_6
1444,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,7,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 7,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_7
1445,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,8,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 8,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_8
1446,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,9,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 9,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_9
1447,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,10,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 10,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_10
1448,Sensor Noise,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,1,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 11,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_11
1449,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,2,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 12,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_12
1450,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,3,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 13,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_13
1451,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,4,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 14,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_14
1452,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,5,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 15,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_15
1453,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,6,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 16,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_16
1454,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,7,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 17,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_17
1455,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,8,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 18,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_18
1456,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,9,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 19,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_19
1457,Sensor Noise,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,1,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 21,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_21
1458,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,2,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 22,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_22
1459,Sensor Noise,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,4,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 24,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_24
1460,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,5,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 25,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_25
1461,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,6,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 26,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_26
1462,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,7,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 27,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_27
1463,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,8,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 28,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_28
1464,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,9,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 29,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_29
1465,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,10,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 30,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_30
1466,Sensor Noise,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,2,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 32,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_32
1467,Sensor Noise,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,3,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 33,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_33
1468,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,4,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 34,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_34
1469,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,5,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 35,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_35
