task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1458,Language Instructions,1,4,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,1,,,could we place the wine bottle in the rack,could we place the wine bottle in the rack,put_the_wine_bottle_on_the_rack_language_1_view_0_0_100_0_0_initstate_0
1459,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,2,,,could you put the wine bottle on the rack we want to keep it at the right angle,could you put the wine bottle on the rack we want to keep it at the right angle,put_the_wine_bottle_on_the_rack_language_2_view_0_0_100_0_0_initstate_0
1460,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,3,,,could you place the wine bottle on the rack please,could you place the wine bottle on the rack please,put_the_wine_bottle_on_the_rack_language_3_view_0_0_100_0_0_initstate_0
1461,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,4,,,place the glass container of aged grape beverage on the storage framework designed for holding such items,place the glass container of aged grape beverage on the storage framework designed for holding such items,put_the_wine_bottle_on_the_rack_language_4_view_0_0_100_0_0_initstate_0
1462,Language Instructions,1,4,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,5,,,could you please place the wine bottle on the rack,could you please place the wine bottle on the rack,put_the_wine_bottle_on_the_rack_language_5_view_0_0_100_0_0_initstate_0
1463,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,6,,,place the container of fermented grape juice onto the storage structure designed for holding such items,place the container of fermented grape juice onto the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_6_view_0_0_100_0_0_initstate_0
1464,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,7,,,for our wine collections organization put this bottle on the third shelf of the rack,for our wine collections organization put this bottle on the third shelf of the rack,put_the_wine_bottle_on_the_rack_language_7_view_0_0_100_0_0_initstate_0
1465,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,8,,,make sure the wine bottle is resting on the rack,make sure the wine bottle is resting on the rack,put_the_wine_bottle_on_the_rack_language_8_view_0_0_100_0_0_initstate_0
1466,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,9,,,make sure the wine bottle is on the rack,make sure the wine bottle is on the rack,put_the_wine_bottle_on_the_rack_language_9_view_0_0_100_0_0_initstate_0
1467,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,10,,,place the container holding the fermented grape beverage on the storage unit designed for holding such containers,place the container holding the fermented grape beverage on the storage unit designed for holding such containers,put_the_wine_bottle_on_the_rack_language_10_view_0_0_100_0_0_initstate_0
1468,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,11,,,the wine bottle belongs on the rack please place it there carefully,the wine bottle belongs on the rack please place it there carefully,put_the_wine_bottle_on_the_rack_language_11_view_0_0_100_0_0_initstate_0
1469,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,12,,,put the wine bottle on the rack but be careful not to disturb the other bottles,put the wine bottle on the rack but be careful not to disturb the other bottles,put_the_wine_bottle_on_the_rack_language_12_view_0_0_100_0_0_initstate_0
1470,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,13,,,position the container for the fermented grape beverage into the storage structure designed for holding such items,position the container for the fermented grape beverage into the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_13_view_0_0_100_0_0_initstate_0
1471,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,14,,,ensure the wine bottle is stored on the rack,ensure the wine bottle is stored on the rack,put_the_wine_bottle_on_the_rack_language_14_view_0_0_100_0_0_initstate_0
1472,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,15,,,could you make sure the wine bottle is placed on the rack,could you make sure the wine bottle is placed on the rack,put_the_wine_bottle_on_the_rack_language_15_view_0_0_100_0_0_initstate_0
1473,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,16,,,put the wine bottle on the wooden rack in the kitchen just like we always do,put the wine bottle on the wooden rack in the kitchen just like we always do,put_the_wine_bottle_on_the_rack_language_16_view_0_0_100_0_0_initstate_0
1474,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,17,,,instead of leaving it on the table put the wine bottle on the rack where it belongs,instead of leaving it on the table put the wine bottle on the rack where it belongs,put_the_wine_bottle_on_the_rack_language_17_view_0_0_100_0_0_initstate_0
1475,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,18,,,our guests are arriving soon please put the wine bottle on the rack to chill,our guests are arriving soon please put the wine bottle on the rack to chill,put_the_wine_bottle_on_the_rack_language_18_view_0_0_100_0_0_initstate_0
1476,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,19,,,make sure the wine bottle is placed on the rack,make sure the wine bottle is placed on the rack,put_the_wine_bottle_on_the_rack_language_19_view_0_0_100_0_0_initstate_0
1477,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,20,,,after uncorking please put the wine bottle on the rack to maintain its quality,after uncorking please put the wine bottle on the rack to maintain its quality,put_the_wine_bottle_on_the_rack_language_20_view_0_0_100_0_0_initstate_0
1478,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,21,,,position the container of fermented grapes on the storage structure for similar items,position the container of fermented grapes on the storage structure for similar items,put_the_wine_bottle_on_the_rack_language_21_view_0_0_100_0_0_initstate_0
1479,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,22,,,place the glass container of fermented grapes on the storage structure designed for holding such items,place the glass container of fermented grapes on the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_22_view_0_0_100_0_0_initstate_0
1480,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,23,,,could you place the wine bottle in the rack for storage,could you place the wine bottle in the rack for storage,put_the_wine_bottle_on_the_rack_language_23_view_0_0_100_0_0_initstate_0
1481,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,24,,,dont just set it anywhere put the wine bottle on the rack as we discussed,dont just set it anywhere put the wine bottle on the rack as we discussed,put_the_wine_bottle_on_the_rack_language_24_view_0_0_100_0_0_initstate_0
1482,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,25,,,the party preparations include putting the wine bottle on the rack can you handle that,the party preparations include putting the wine bottle on the rack can you handle that,put_the_wine_bottle_on_the_rack_language_25_view_0_0_100_0_0_initstate_0
1483,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,26,,,position the container with fermented grape drink onto the storage unit designed for holding such containers,position the container with fermented grape drink onto the storage unit designed for holding such containers,put_the_wine_bottle_on_the_rack_language_26_view_0_0_100_0_0_initstate_0
1484,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,27,,,place the wine bottle on the rack please its important to store it properly,place the wine bottle on the rack please its important to store it properly,put_the_wine_bottle_on_the_rack_language_27_view_0_0_100_0_0_initstate_0
1485,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,28,,,make sure the wine bottle ends up securely placed on the rack,make sure the wine bottle ends up securely placed on the rack,put_the_wine_bottle_on_the_rack_language_28_view_0_0_100_0_0_initstate_0
1486,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,29,,,place the container of fermented grape drink onto the storage structure designed for holding such items,place the container of fermented grape drink onto the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_29_view_0_0_100_0_0_initstate_0
1487,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,30,,,put the wine bottle on the rack but make sure its the one in the dining room,put the wine bottle on the rack but make sure its the one in the dining room,put_the_wine_bottle_on_the_rack_language_30_view_0_0_100_0_0_initstate_0
1488,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,31,,,place the container of fermented grapes on the storage structure designed for holding such items,place the container of fermented grapes on the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_31_view_0_0_100_0_0_initstate_0
1489,Language Instructions,4,1,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,32,,,the 2018 cabernet should be stored properly put the bottle on the rack now,the 2018 cabernet should be stored properly put the bottle on the rack now,put_the_wine_bottle_on_the_rack_language_32_view_0_0_100_0_0_initstate_0
1490,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,33,,,make sure the wine bottle ends up on the rack,make sure the wine bottle ends up on the rack,put_the_wine_bottle_on_the_rack_language_33_view_0_0_100_0_0_initstate_0
1491,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,34,,,position the container holding the fermented grape beverage on the storage structure designed for organizing such containers,position the container holding the fermented grape beverage on the storage structure designed for organizing such containers,put_the_wine_bottle_on_the_rack_language_34_view_0_0_100_0_0_initstate_0
1492,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,35,,,place the glass container of fermented grapes on the storage framework designed for holding such items,place the glass container of fermented grapes on the storage framework designed for holding such items,put_the_wine_bottle_on_the_rack_language_35_view_0_0_100_0_0_initstate_0
1493,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,36,,,place the glass container of fermented grapes onto the storage framework designed for holding such containers,place the glass container of fermented grapes onto the storage framework designed for holding such containers,put_the_wine_bottle_on_the_rack_language_36_view_0_0_100_0_0_initstate_0
1494,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,37,,,for proper wine storage please place the bottle on the rack horizontally,for proper wine storage please place the bottle on the rack horizontally,put_the_wine_bottle_on_the_rack_language_37_view_0_0_100_0_0_initstate_0
1495,Language Instructions,1,4,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,38,,,the red wine needs to breathe start by putting the bottle on the rack,the red wine needs to breathe start by putting the bottle on the rack,put_the_wine_bottle_on_the_rack_language_38_view_0_0_100_0_0_initstate_0
1496,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,39,,,place the container for aged grape beverage into the storage framework designed for holding such containers,place the container for aged grape beverage into the storage framework designed for holding such containers,put_the_wine_bottle_on_the_rack_language_39_view_0_0_100_0_0_initstate_0
1497,Language Instructions,1,4,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,40,,,ensure the wine bottle is placed on the rack,ensure the wine bottle is placed on the rack,put_the_wine_bottle_on_the_rack_language_40_view_0_0_100_0_0_initstate_0
1498,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,41,,,after dinner dont forget to put the wine bottle on the rack for storage,after dinner dont forget to put the wine bottle on the rack for storage,put_the_wine_bottle_on_the_rack_language_41_view_0_0_100_0_0_initstate_0
1499,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,42,,,place the wine container in the holder,place the wine container in the holder,put_the_wine_bottle_on_the_rack_language_42_view_0_0_100_0_0_initstate_0
1500,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,43,,,place the glass container for aged grape beverage onto the storage framework designed for such items,place the glass container for aged grape beverage onto the storage framework designed for such items,put_the_wine_bottle_on_the_rack_language_43_view_0_0_100_0_0_initstate_0
1501,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,44,,,position the glass container of fermented grape liquid onto the storage structure designed for holding such items,position the glass container of fermented grape liquid onto the storage structure designed for holding such items,put_the_wine_bottle_on_the_rack_language_44_view_0_0_100_0_0_initstate_0
1502,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,45,,,before you leave remember to put the wine bottle on the rack near the window,before you leave remember to put the wine bottle on the rack near the window,put_the_wine_bottle_on_the_rack_language_45_view_0_0_100_0_0_initstate_0
1503,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,46,,,could you make sure the wine bottle ends up on the rack,could you make sure the wine bottle ends up on the rack,put_the_wine_bottle_on_the_rack_language_46_view_0_0_100_0_0_initstate_0
1504,Language Instructions,1,4,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,47,,,ensure the wine bottle is placed securely on the rack,ensure the wine bottle is placed securely on the rack,put_the_wine_bottle_on_the_rack_language_47_view_0_0_100_0_0_initstate_0
1505,Language Instructions,3,2,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,48,,,could you place the wine bottle in the rack,could you place the wine bottle in the rack,put_the_wine_bottle_on_the_rack_language_48_view_0_0_100_0_0_initstate_0
1506,Language Instructions,2,3,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,49,,,could you ensure the wine bottle ends up on the rack,could you ensure the wine bottle ends up on the rack,put_the_wine_bottle_on_the_rack_language_49_view_0_0_100_0_0_initstate_0
1507,Language Instructions,5,0,put_the_wine_bottle_on_the_rack,0,0,100,0,0,0,,,,,50,,,place the glass container of fermented grapes onto the storage unit designed for holding such items,place the glass container of fermented grapes onto the storage unit designed for holding such items,put_the_wine_bottle_on_the_rack_language_50_view_0_0_100_0_0_initstate_0
1508,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,1,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 1,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_1
1509,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,2,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 2,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_2
1510,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,3,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 3,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_3
1511,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,4,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 4,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_4
1512,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,5,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 5,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_5
1513,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,6,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 6,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_6
1514,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,7,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 7,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_7
1515,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,8,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 8,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_8
1516,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,9,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 9,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_9
1517,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,motion blur,10,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 10,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_10
1518,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,2,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 12,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_12
1519,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,3,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 13,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_13
1520,Sensor Noise,3,2,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,4,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 14,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_14
1521,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,5,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 15,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_15
1522,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,6,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 16,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_16
1523,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,7,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 17,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_17
1524,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,8,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 18,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_18
1525,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,9,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 19,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_19
1526,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,gaussian blur,10,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 20,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_20
1527,Sensor Noise,3,2,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,1,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 21,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_21
1528,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,3,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 23,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_23
1529,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,4,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 24,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_24
1530,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,5,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 25,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_25
1531,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,6,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 26,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_26
1532,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,7,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 27,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_27
1533,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,zoom blur,8,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 28,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_28
1534,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,5,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 35,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_35
1535,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,6,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 36,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_36
1536,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,7,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 37,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_37
1537,Sensor Noise,3,2,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,8,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 38,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_38
1538,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,9,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 39,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_39
1539,Sensor Noise,5,0,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,fog,10,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 40,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_40
1540,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,1,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 41,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_41
1541,Sensor Noise,1,4,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,2,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 42,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_42
1542,Sensor Noise,3,2,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,3,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 43,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_43
1543,Sensor Noise,2,3,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,4,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 44,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_44
1544,Sensor Noise,3,2,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,5,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 45,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_45
1545,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,6,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 46,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_46
1546,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,7,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 47,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_47
1547,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,8,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 48,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_48
1548,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,9,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 49,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_49
1549,Sensor Noise,4,1,open_the_middle_drawer_of_the_cabinet,0,0,100,0,0,0,glass blur,10,,,,,,open the middle drawer of the cabinet,open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 50,open_the_middle_drawer_of_the_cabinet_view_0_0_100_0_0_initstate_0_noise_50
1550,Sensor Noise,1,4,put_the_bowl_on_the_stove,0,0,100,0,0,0,motion blur,4,,,,,,put the bowl on the stove,put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 4,put_the_bowl_on_the_stove_view_0_0_100_0_0_initstate_0_noise_4
1551,Sensor Noise,1,4,put_the_bowl_on_the_stove,0,0,100,0,0,0,motion blur,5,,,,,,put the bowl on the stove,put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 5,put_the_bowl_on_the_stove_view_0_0_100_0_0_initstate_0_noise_5
1552,Sensor Noise,2,3,put_the_bowl_on_the_stove,0,0,100,0,0,0,motion blur,6,,,,,,put the bowl on the stove,put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 6,put_the_bowl_on_the_stove_view_0_0_100_0_0_initstate_0_noise_6
1553,Sensor Noise,4,1,put_the_bowl_on_the_stove,0,0,100,0,0,0,motion blur,7,,,,,,put the bowl on the stove,put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 7,put_the_bowl_on_the_stove_view_0_0_100_0_0_initstate_0_noise_7
